,sensor_4
16675,1398.66
16676,1393.68
16677,1398.62
16678,1395.95
16679,1397.3
16680,1391.17
16681,1389.61
16682,1402.93
16683,1404.8
16684,1396.29
16685,1393.16
16686,1395.74
16687,1394.44
16688,1393.5
16689,1396.74
16690,1390.67
16691,1397.27
16692,1396.61
16693,1402.63
16694,1399.05
16695,1396.24
16696,1396.08
16697,1399.22
16698,1397.36
16699,1395.52
16700,1405.52
16701,1398.8
16702,1398.33
16703,1397.48
16704,1400.2
16705,1404.63
16706,1391.32
16707,1402.48
16708,1400.07
16709,1400.4
16710,1404.58
16711,1398.25
16712,1398.31
16713,1402.74
16714,1404.1
16715,1408.17
16716,1400.51
16717,1398.19
16718,1401.14
16719,1394.97
16720,1404.65
16721,1395.41
16722,1395.93
16723,1394.63
16724,1399.88
16725,1396.12
16726,1397.86
16727,1401.46
16728,1400.9
16729,1393.44
16730,1397.3
16731,1396.53
16732,1404.78
16733,1399.54
16734,1398.92
16735,1400.72
16736,1398.53
16737,1399.9
16738,1404.21
16739,1397.93
16740,1402.31
16741,1399.39
16742,1400.11
16743,1405.14
16744,1393.63
16745,1397.16
16746,1402.65
16747,1401.82
16748,1399.63
16749,1407.92
16750,1393.44
16751,1401.22
16752,1394.53
16753,1396.04
16754,1402.86
16755,1399.76
16756,1406.18
16757,1400.81
16758,1406.62
16759,1400.81
16760,1401.53
16761,1404.53
16762,1403.84
16763,1399.88
16764,1401.09
16765,1409.61
16766,1396.11
16767,1400.65
16768,1401.65
16769,1402.85
16770,1399.71
16771,1402.36
16772,1397.23
16773,1401.22
16774,1397.59
16775,1403.17
16776,1404.65
16777,1414.46
16778,1395.38
16779,1404.48
16780,1404.37
16781,1402.27
16782,1404.81
16783,1406.57
16784,1411.78
16785,1408.04
16786,1400.58
16787,1404.78
16788,1411.3
16789,1403.25
16790,1399.9
16791,1394.23
16792,1401.44
16793,1406.43
16794,1405.88
16795,1402.67
16796,1412.27
16797,1410.01
16798,1404.23
16799,1404.74
16800,1400.49
16801,1408.78
16802,1403.08
16803,1409.87
16804,1411.01
16805,1406.04
16806,1406.42
16807,1408.34
16808,1409.99
16809,1401.42
16810,1406.77
16811,1406.62
16812,1404.24
16813,1415.39
16814,1401.59
16815,1413.13
16816,1410.19
16817,1414.49
16818,1411.67
16819,1405.89
16820,1407.48
16821,1412.01
16822,1404.09
16823,1411.45
16824,1408.6
16825,1419.57
16826,1410.14
16827,1408.62
16828,1414.43
16829,1418.82
16830,1417.27
16831,1408.29
16832,1415.44
16833,1412.65
16834,1405.53
16835,1411.99
16836,1414.33
16837,1413.15
16838,1417.4
16839,1410.24
16840,1408.75
16841,1416.66
16842,1415.47
16843,1407.4
16844,1425.03
16845,1418.53
16846,1410.49
16847,1420.46
16848,1411.82
16849,1402.39
16850,1411.73
16851,1415.92
16852,1417.11
16853,1412.92
16854,1416.93
16855,1411.3
16856,1419.9
16857,1408.83
16858,1422.7
16859,1419.17
16860,1415.24
16861,1418.12
16862,1423.44
16863,1418.05
16864,1417.28
16865,1421.97
16866,1424.43
16867,1425.03
16868,1420.06
16869,1422.18
16870,1424.05
16871,1422.16
16872,1424.79
16873,1424.63
16874,1425.42
16875,1428.94
16876,1426.88
16877,1426.88
16878,1436.2
16879,1429.59
16880,1432.46
16881,1425.67
16882,1428.67
16883,1428.07
16884,1430.64
16885,1411.05
16886,1405.09
16887,1405.79
16888,1410.99
16889,1409.12
16890,1409.58
16891,1406.51
16892,1413.34
16893,1404.76
16894,1411.19
16895,1414.97
16896,1402.03
16897,1413.78
16898,1405.06
16899,1412.32
16900,1406.03
16901,1410.31
16902,1403.38
16903,1411.99
16904,1409.05
16905,1412.57
16906,1406.16
16907,1410.39
16908,1409.8
16909,1407.38
16910,1404.07
16911,1405.32
16912,1404.56
16913,1408.03
16914,1411.4
16915,1409.32
16916,1411.55
16917,1411.12
16918,1410.24
16919,1412.49
16920,1408.77
16921,1407.21
16922,1406.45
16923,1412.27
16924,1409.71
16925,1405.5
16926,1409.22
16927,1415.96
16928,1405.57
16929,1408.43
16930,1409.6
16931,1409.57
16932,1410.84
16933,1410.48
16934,1403.33
16935,1408.97
16936,1407.43
16937,1414.04
16938,1402.04
16939,1410.86
16940,1411.49
16941,1415.08
16942,1407.65
16943,1411.94
16944,1410.08
16945,1412.68
16946,1409.76
16947,1406.25
16948,1404.12
16949,1409.92
16950,1403.2
16951,1407.14
16952,1408.65
16953,1406.38
16954,1415.96
16955,1403.2
16956,1404.44
16957,1409.28
16958,1411.24
16959,1405.67
16960,1411.84
16961,1409.39
16962,1413.94
16963,1416.38
16964,1418.01
16965,1414.05
16966,1405.78
16967,1407.45
16968,1409.12
16969,1407.63
16970,1414.68
16971,1407.04
16972,1404.19
16973,1415.14
16974,1401.63
16975,1414.55
16976,1413.36
16977,1410.09
16978,1408.31
16979,1412.78
16980,1412.64
16981,1410.53
16982,1412.6
16983,1411.07
16984,1418.77
16985,1409.51
16986,1413.35
16987,1410.55
16988,1413.67
16989,1403.3
16990,1404.27
16991,1405.16
16992,1417.13
16993,1402.88
16994,1408.63
16995,1412.13
16996,1410.14
16997,1412.22
16998,1408.76
16999,1409.58
17000,1419.06
17001,1412.19
17002,1404.22
17003,1407.08
17004,1408.39
17005,1405.68
17006,1407.87
17007,1404.89
17008,1416.91
17009,1407.24
17010,1419.23
17011,1410.5
17012,1408.36
17013,1410.65
17014,1421.77
17015,1414.19
17016,1415.12
17017,1406.69
17018,1415.44
17019,1414.86
17020,1413.02
17021,1401.98
17022,1412.25
17023,1410.59
17024,1410.72
17025,1411.34
17026,1414.32
17027,1408.7
17028,1418.45
17029,1413.69
17030,1410.3
17031,1404.29
17032,1412.89
17033,1409.46
17034,1411.01
17035,1412.94
17036,1412.35
17037,1413.59
17038,1420.98
17039,1410.92
17040,1420.51
17041,1422.48
17042,1417.59
17043,1406.89
17044,1410.68
17045,1406.86
17046,1411.88
17047,1413.55
17048,1407.49
17049,1416.93
17050,1408.15
17051,1418.69
17052,1420.13
17053,1419.21
17054,1421.0
17055,1418.67
17056,1416.79
17057,1412.54
17058,1416.6
17059,1421.32
17060,1412.49
17061,1418.2
17062,1416.72
17063,1419.34
17064,1413.94
17065,1416.77
17066,1412.33
17067,1409.08
17068,1418.18
17069,1419.03
17070,1420.54
17071,1412.46
17072,1410.81
17073,1413.39
17074,1414.98
17075,1414.49
17076,1417.09
17077,1416.86
17078,1417.86
17079,1419.91
17080,1415.62
17081,1420.42
17082,1417.19
17083,1416.01
17084,1420.3
17085,1414.73
17086,1415.72
17087,1420.62
17088,1415.29
17089,1425.7
17090,1417.2
17091,1418.06
17092,1425.05
17093,1420.4
17094,1418.21
17095,1417.92
17096,1418.69
17097,1418.3
17098,1422.9
17099,1423.29
17100,1417.51
17101,1412.61
17102,1414.09
17103,1427.42
17104,1424.73
17105,1424.16
17106,1417.57
17107,1421.16
17108,1420.93
17109,1420.15
17110,1422.21
17111,1427.1
17112,1423.15
17113,1422.96
17114,1419.91
17115,1422.18
17116,1425.0
17117,1420.96
17118,1426.88
17119,1420.5
17120,1418.31
17121,1419.05
17122,1431.8
17123,1417.63
17124,1417.97
17125,1426.68
17126,1420.64
17127,1427.63
17128,1425.06
17129,1422.77
17130,1418.57
17131,1423.9
17132,1415.04
17133,1429.37
17134,1422.64
17135,1425.2
17136,1425.48
17137,1425.97
17138,1420.56
17139,1425.64
17140,1430.68
17141,1425.2
17142,1420.96
17143,1430.47
17144,1432.91
17145,1422.32
17146,1430.82
17147,1422.61
17148,1429.65
17149,1436.17
17150,1428.1
17151,1430.13
17152,1404.26
17153,1396.63
17154,1405.45
17155,1399.49
17156,1400.7
17157,1413.45
17158,1410.87
17159,1405.42
17160,1401.93
17161,1405.7
17162,1409.61
17163,1405.2
17164,1409.83
17165,1404.09
17166,1405.94
17167,1410.99
17168,1408.9
17169,1408.31
17170,1403.63
17171,1406.19
17172,1406.51
17173,1403.89
17174,1407.79
17175,1401.73
17176,1404.21
17177,1401.23
17178,1402.45
17179,1403.32
17180,1410.27
17181,1407.82
17182,1406.62
17183,1403.3
17184,1403.23
17185,1401.66
17186,1404.63
17187,1403.25
17188,1411.28
17189,1405.04
17190,1402.04
17191,1402.5
17192,1403.02
17193,1399.22
17194,1405.57
17195,1410.37
17196,1408.48
17197,1401.9
17198,1401.53
17199,1412.91
17200,1407.72
17201,1408.59
17202,1408.1
17203,1406.78
17204,1400.61
17205,1407.74
17206,1399.76
17207,1403.97
17208,1401.59
17209,1401.53
17210,1405.76
17211,1398.84
17212,1400.56
17213,1402.85
17214,1405.09
17215,1402.52
17216,1401.01
17217,1407.31
17218,1406.84
17219,1405.33
17220,1403.06
17221,1412.08
17222,1405.49
17223,1410.57
17224,1402.76
17225,1412.5
17226,1402.67
17227,1410.46
17228,1411.77
17229,1412.78
17230,1406.39
17231,1405.24
17232,1401.47
17233,1409.23
17234,1406.19
17235,1414.89
17236,1407.92
17237,1404.08
17238,1403.38
17239,1407.13
17240,1410.43
17241,1405.35
17242,1406.98
17243,1403.7
17244,1409.68
17245,1405.02
17246,1409.58
17247,1399.48
17248,1401.69
17249,1406.18
17250,1408.28
17251,1403.27
17252,1397.88
17253,1407.96
17254,1410.06
17255,1409.17
17256,1408.2
17257,1407.18
17258,1414.46
17259,1418.74
17260,1403.84
17261,1410.89
17262,1407.94
17263,1411.02
17264,1415.26
17265,1411.23
17266,1412.62
17267,1406.09
17268,1416.04
17269,1410.84
17270,1410.29
17271,1405.96
17272,1413.09
17273,1415.86
17274,1415.71
17275,1413.87
17276,1411.02
17277,1410.98
17278,1407.35
17279,1412.49
17280,1413.53
17281,1414.7
17282,1417.53
17283,1405.27
17284,1419.04
17285,1412.86
17286,1406.59
17287,1415.14
17288,1415.8
17289,1415.5
17290,1414.03
17291,1414.74
17292,1416.22
17293,1414.78
17294,1406.55
17295,1416.24
17296,1414.98
17297,1418.23
17298,1415.85
17299,1413.16
17300,1417.62
17301,1418.69
17302,1416.15
17303,1419.63
17304,1416.61
17305,1410.2
17306,1415.3
17307,1413.48
17308,1410.03
17309,1412.39
17310,1419.17
17311,1411.77
17312,1423.21
17313,1418.08
17314,1420.38
17315,1423.33
17316,1419.58
17317,1419.23
17318,1418.52
17319,1420.12
17320,1418.24
17321,1422.63
17322,1421.75
17323,1419.92
17324,1423.19
17325,1415.58
17326,1426.56
17327,1420.49
17328,1423.15
17329,1423.46
17330,1425.33
17331,1417.81
17332,1426.82
17333,1427.47
17334,1433.5
17335,1422.37
17336,1430.94
17337,1430.96
17338,1430.78
17339,1434.88
17340,1408.42
17341,1407.07
17342,1407.67
17343,1399.32
17344,1407.85
17345,1407.62
17346,1403.66
17347,1409.89
17348,1401.55
17349,1401.4
17350,1398.88
17351,1404.37
17352,1403.51
17353,1411.21
17354,1406.71
17355,1399.81
17356,1400.08
17357,1397.51
17358,1404.43
17359,1407.81
17360,1399.7
17361,1401.87
17362,1401.04
17363,1402.5
17364,1400.92
17365,1408.56
17366,1409.87
17367,1408.34
17368,1413.44
17369,1401.92
17370,1405.33
17371,1399.02
17372,1404.7
17373,1398.87
17374,1402.49
17375,1411.38
17376,1412.6
17377,1399.96
17378,1405.4
17379,1404.15
17380,1406.4
17381,1403.82
17382,1408.55
17383,1403.1
17384,1410.07
17385,1406.04
17386,1409.34
17387,1401.64
17388,1406.5
17389,1403.81
17390,1399.45
17391,1406.82
17392,1404.72
17393,1397.15
17394,1409.0
17395,1401.06
17396,1398.71
17397,1402.77
17398,1408.69
17399,1407.02
17400,1401.75
17401,1405.16
17402,1401.09
17403,1399.72
17404,1404.89
17405,1407.88
17406,1409.63
17407,1403.02
17408,1404.8
17409,1399.66
17410,1408.77
17411,1408.97
17412,1403.74
17413,1399.68
17414,1408.74
17415,1405.48
17416,1403.84
17417,1409.85
17418,1401.95
17419,1410.8
17420,1400.43
17421,1400.16
17422,1414.48
17423,1403.45
17424,1403.68
17425,1403.57
17426,1406.25
17427,1405.39
17428,1401.04
17429,1404.52
17430,1407.73
17431,1408.96
17432,1408.24
17433,1396.55
17434,1409.29
17435,1402.59
17436,1409.0
17437,1405.74
17438,1398.4
17439,1404.37
17440,1414.19
17441,1401.84
17442,1411.57
17443,1412.47
17444,1408.35
17445,1402.23
17446,1404.61
17447,1413.69
17448,1400.6
17449,1404.62
17450,1412.05
17451,1404.91
17452,1403.21
17453,1406.54
17454,1399.22
17455,1403.44
17456,1409.88
17457,1403.88
17458,1410.15
17459,1406.47
17460,1411.55
17461,1405.14
17462,1403.93
17463,1406.5
17464,1405.79
17465,1407.17
17466,1400.97
17467,1404.41
17468,1406.03
17469,1408.43
17470,1408.46
17471,1407.2
17472,1406.57
17473,1415.72
17474,1400.14
17475,1398.04
17476,1409.55
17477,1403.95
17478,1406.16
17479,1412.52
17480,1410.79
17481,1419.51
17482,1409.57
17483,1414.97
17484,1406.2
17485,1411.44
17486,1407.24
17487,1407.06
17488,1411.52
17489,1408.32
17490,1406.46
17491,1406.14
17492,1410.03
17493,1411.58
17494,1409.78
17495,1411.31
17496,1410.56
17497,1404.83
17498,1405.09
17499,1420.97
17500,1409.65
17501,1414.57
17502,1404.93
17503,1407.99
17504,1410.11
17505,1407.36
17506,1407.77
17507,1418.3
17508,1410.96
17509,1416.82
17510,1415.5
17511,1419.38
17512,1404.28
17513,1412.62
17514,1418.71
17515,1411.73
17516,1414.81
17517,1413.78
17518,1419.92
17519,1411.1
17520,1409.94
17521,1409.47
17522,1410.74
17523,1407.53
17524,1418.54
17525,1402.73
17526,1409.2
17527,1416.28
17528,1415.6
17529,1408.38
17530,1406.86
17531,1408.09
17532,1412.65
17533,1414.5
17534,1413.6
17535,1408.03
17536,1414.18
17537,1423.74
17538,1411.43
17539,1415.46
17540,1413.96
17541,1410.48
17542,1416.79
17543,1416.37
17544,1419.62
17545,1418.03
17546,1415.34
17547,1417.7
17548,1418.72
17549,1414.58
17550,1420.59
17551,1409.22
17552,1414.92
17553,1412.87
17554,1417.88
17555,1416.51
17556,1419.03
17557,1415.43
17558,1409.24
17559,1417.21
17560,1417.84
17561,1413.81
17562,1410.86
17563,1413.61
17564,1418.79
17565,1415.77
17566,1422.58
17567,1412.81
17568,1414.46
17569,1418.73
17570,1419.35
17571,1420.2
17572,1423.96
17573,1414.2
17574,1421.7
17575,1422.84
17576,1420.16
17577,1422.31
17578,1415.36
17579,1418.81
17580,1416.17
17581,1417.66
17582,1422.12
17583,1423.7
17584,1430.07
17585,1425.29
17586,1422.69
17587,1418.77
17588,1426.69
17589,1425.83
17590,1423.63
17591,1426.48
17592,1425.42
17593,1426.27
17594,1420.01
17595,1425.0
17596,1426.22
17597,1424.3
17598,1434.24
17599,1422.68
17600,1432.76
17601,1425.12
17602,1428.64
17603,1429.31
17604,1418.99
17605,1424.4
17606,1426.99
17607,1427.86
17608,1426.76
17609,1430.28
17610,1427.6
17611,1431.44
17612,1431.12
17613,1420.73
17614,1431.45
17615,1425.38
17616,1431.26
17617,1425.47
17618,1404.23
17619,1411.71
17620,1399.03
17621,1397.49
17622,1405.6
17623,1403.27
17624,1401.07
17625,1400.02
17626,1409.1
17627,1398.67
17628,1408.83
17629,1408.14
17630,1407.08
17631,1401.95
17632,1403.65
17633,1401.86
17634,1405.4
17635,1401.84
17636,1410.52
17637,1405.7
17638,1401.96
17639,1404.62
17640,1402.34
17641,1399.98
17642,1407.85
17643,1402.59
17644,1404.56
17645,1408.3
17646,1403.12
17647,1400.58
17648,1410.46
17649,1406.63
17650,1400.67
17651,1412.11
17652,1407.37
17653,1402.09
17654,1410.85
17655,1399.22
17656,1405.47
17657,1413.06
17658,1404.35
17659,1403.48
17660,1411.32
17661,1402.66
17662,1402.98
17663,1408.07
17664,1406.84
17665,1401.25
17666,1396.51
17667,1412.06
17668,1407.25
17669,1412.9
17670,1401.93
17671,1414.83
17672,1406.35
17673,1409.17
17674,1411.48
17675,1407.46
17676,1411.54
17677,1408.96
17678,1408.38
17679,1408.53
17680,1400.56
17681,1405.63
17682,1403.53
17683,1410.38
17684,1409.77
17685,1402.54
17686,1404.03
17687,1405.51
17688,1408.13
17689,1402.96
17690,1412.28
17691,1404.55
17692,1408.68
17693,1407.8
17694,1411.11
17695,1402.61
17696,1407.46
17697,1408.29
17698,1404.38
17699,1398.67
17700,1413.2
17701,1406.47
17702,1412.75
17703,1403.4
17704,1402.49
17705,1405.26
17706,1401.27
17707,1406.69
17708,1410.86
17709,1405.14
17710,1399.11
17711,1417.07
17712,1412.2
17713,1412.72
17714,1402.35
17715,1413.36
17716,1405.31
17717,1401.91
17718,1408.98
17719,1408.0
17720,1404.3
17721,1410.48
17722,1407.01
17723,1410.99
17724,1403.87
17725,1407.82
17726,1407.67
17727,1408.0
17728,1416.7
17729,1406.87
17730,1411.7
17731,1414.34
17732,1417.17
17733,1402.2
17734,1416.93
17735,1412.99
17736,1410.54
17737,1413.6
17738,1417.71
17739,1416.66
17740,1407.54
17741,1410.78
17742,1411.23
17743,1407.75
17744,1416.49
17745,1409.41
17746,1412.33
17747,1416.35
17748,1410.21
17749,1417.38
17750,1411.34
17751,1415.48
17752,1417.82
17753,1414.73
17754,1415.8
17755,1415.21
17756,1415.12
17757,1417.36
17758,1416.61
17759,1418.29
17760,1417.63
17761,1424.61
17762,1424.86
17763,1421.96
17764,1413.52
17765,1421.8
17766,1420.58
17767,1417.16
17768,1417.63
17769,1419.37
17770,1415.82
17771,1422.24
17772,1417.08
17773,1421.16
17774,1424.07
17775,1417.94
17776,1419.85
17777,1416.58
17778,1422.12
17779,1427.56
17780,1429.33
17781,1424.29
17782,1423.87
17783,1424.95
17784,1425.07
17785,1422.45
17786,1420.46
17787,1422.7
17788,1425.41
17789,1426.82
17790,1426.94
17791,1437.64
17792,1428.38
17793,1424.05
17794,1432.55
17795,1433.25
17796,1404.47
17797,1398.07
17798,1404.04
17799,1407.34
17800,1400.4
17801,1397.61
17802,1397.19
17803,1400.92
17804,1402.79
17805,1409.88
17806,1396.04
17807,1404.95
17808,1398.11
17809,1399.14
17810,1404.19
17811,1398.7
17812,1399.59
17813,1393.01
17814,1405.99
17815,1401.85
17816,1409.21
17817,1403.76
17818,1401.52
17819,1403.41
17820,1401.83
17821,1404.67
17822,1392.35
17823,1401.59
17824,1404.65
17825,1401.94
17826,1393.01
17827,1396.38
17828,1404.44
17829,1404.85
17830,1402.76
17831,1407.39
17832,1391.57
17833,1398.67
17834,1397.96
17835,1406.06
17836,1403.88
17837,1409.08
17838,1407.6
17839,1406.2
17840,1406.29
17841,1402.63
17842,1403.35
17843,1403.07
17844,1403.53
17845,1396.06
17846,1403.3
17847,1405.08
17848,1401.05
17849,1398.09
17850,1405.29
17851,1409.64
17852,1398.02
17853,1399.36
17854,1400.94
17855,1406.92
17856,1402.01
17857,1409.82
17858,1402.38
17859,1398.97
17860,1408.82
17861,1403.75
17862,1406.94
17863,1402.46
17864,1402.92
17865,1407.31
17866,1402.09
17867,1403.05
17868,1394.35
17869,1404.69
17870,1400.82
17871,1405.74
17872,1397.83
17873,1395.07
17874,1403.09
17875,1398.43
17876,1402.74
17877,1401.57
17878,1408.26
17879,1403.89
17880,1406.73
17881,1408.22
17882,1407.05
17883,1400.68
17884,1401.72
17885,1405.4
17886,1404.5
17887,1407.05
17888,1405.64
17889,1410.6
17890,1405.62
17891,1405.2
17892,1403.53
17893,1403.99
17894,1405.01
17895,1403.23
17896,1401.36
17897,1404.68
17898,1396.68
17899,1410.43
17900,1411.72
17901,1407.08
17902,1412.92
17903,1413.46
17904,1408.15
17905,1405.06
17906,1404.18
17907,1399.82
17908,1408.77
17909,1411.13
17910,1407.18
17911,1402.12
17912,1407.61
17913,1411.52
17914,1408.03
17915,1404.48
17916,1404.14
17917,1405.13
17918,1414.42
17919,1412.05
17920,1402.34
17921,1399.49
17922,1411.27
17923,1407.75
17924,1403.9
17925,1408.04
17926,1409.17
17927,1416.25
17928,1407.72
17929,1410.41
17930,1406.97
17931,1412.92
17932,1409.51
17933,1408.68
17934,1403.99
17935,1409.49
17936,1412.52
17937,1412.7
17938,1403.41
17939,1407.8
17940,1408.87
17941,1415.48
17942,1407.66
17943,1404.42
17944,1415.82
17945,1409.01
17946,1405.84
17947,1406.36
17948,1406.75
17949,1411.8
17950,1408.66
17951,1412.41
17952,1416.21
17953,1417.7
17954,1411.91
17955,1411.41
17956,1408.57
17957,1407.15
17958,1417.66
17959,1408.62
17960,1413.84
17961,1413.0
17962,1415.7
17963,1413.31
17964,1415.45
17965,1416.79
17966,1419.93
17967,1414.82
17968,1414.75
17969,1417.44
17970,1415.52
17971,1418.22
17972,1412.65
17973,1421.64
17974,1416.84
17975,1413.7
17976,1413.69
17977,1414.17
17978,1413.74
17979,1422.99
17980,1415.04
17981,1424.94
17982,1418.72
17983,1418.9
17984,1413.71
17985,1419.98
17986,1416.46
17987,1417.65
17988,1422.7
17989,1417.39
17990,1427.33
17991,1426.79
17992,1421.64
17993,1421.86
17994,1421.91
17995,1426.59
17996,1422.46
17997,1420.86
17998,1430.3
17999,1424.41
18000,1423.15
18001,1430.08
18002,1420.87
18003,1423.26
18004,1425.77
18005,1426.06
18006,1430.66
18007,1437.53
18008,1431.92
18009,1402.93
18010,1398.5
18011,1392.73
18012,1400.78
18013,1411.85
18014,1393.88
18015,1391.43
18016,1400.96
18017,1394.86
18018,1404.55
18019,1402.71
18020,1401.01
18021,1399.93
18022,1400.4
18023,1399.47
18024,1404.25
18025,1390.89
18026,1398.72
18027,1399.48
18028,1404.5
18029,1394.49
18030,1403.04
18031,1404.21
18032,1398.94
18033,1398.88
18034,1399.36
18035,1403.67
18036,1401.72
18037,1400.26
18038,1397.71
18039,1401.08
18040,1393.95
18041,1402.34
18042,1400.59
18043,1392.99
18044,1401.27
18045,1399.81
18046,1398.86
18047,1404.84
18048,1402.93
18049,1393.18
18050,1398.1
18051,1403.31
18052,1399.76
18053,1396.67
18054,1398.24
18055,1395.67
18056,1405.7
18057,1403.9
18058,1403.89
18059,1398.84
18060,1394.4
18061,1407.35
18062,1403.94
18063,1401.24
18064,1401.47
18065,1393.35
18066,1398.58
18067,1407.15
18068,1397.54
18069,1396.75
18070,1401.04
18071,1407.82
18072,1404.65
18073,1395.68
18074,1401.28
18075,1408.12
18076,1400.79
18077,1404.66
18078,1398.97
18079,1402.57
18080,1400.94
18081,1402.35
18082,1400.98
18083,1400.25
18084,1403.63
18085,1400.98
18086,1403.13
18087,1402.01
18088,1398.8
18089,1400.64
18090,1399.54
18091,1405.16
18092,1406.15
18093,1401.67
18094,1407.93
18095,1400.1
18096,1402.09
18097,1402.83
18098,1410.97
18099,1398.48
18100,1400.86
18101,1397.37
18102,1404.4
18103,1399.86
18104,1397.01
18105,1405.94
18106,1398.86
18107,1407.23
18108,1406.01
18109,1404.97
18110,1401.33
18111,1400.0
18112,1396.74
18113,1402.04
18114,1403.95
18115,1392.21
18116,1395.28
18117,1407.86
18118,1403.03
18119,1397.86
18120,1398.94
18121,1408.01
18122,1407.14
18123,1408.31
18124,1407.02
18125,1410.13
18126,1407.46
18127,1407.33
18128,1403.8
18129,1396.92
18130,1400.47
18131,1409.84
18132,1399.63
18133,1406.65
18134,1406.45
18135,1393.55
18136,1400.17
18137,1408.47
18138,1406.42
18139,1408.21
18140,1398.95
18141,1408.33
18142,1401.12
18143,1407.12
18144,1401.05
18145,1409.92
18146,1404.76
18147,1410.58
18148,1408.7
18149,1407.7
18150,1407.0
18151,1411.09
18152,1401.75
18153,1404.87
18154,1407.33
18155,1412.8
18156,1406.1
18157,1409.19
18158,1407.3
18159,1416.09
18160,1412.42
18161,1405.23
18162,1409.63
18163,1410.64
18164,1412.99
18165,1407.43
18166,1404.28
18167,1405.65
18168,1414.31
18169,1409.53
18170,1409.93
18171,1408.92
18172,1408.08
18173,1412.88
18174,1416.37
18175,1416.69
18176,1409.55
18177,1412.11
18178,1408.05
18179,1415.33
18180,1413.28
18181,1412.62
18182,1415.61
18183,1409.28
18184,1418.61
18185,1406.56
18186,1414.54
18187,1411.76
18188,1413.79
18189,1409.11
18190,1418.43
18191,1413.45
18192,1411.05
18193,1418.51
18194,1418.5
18195,1420.85
18196,1411.74
18197,1415.77
18198,1420.09
18199,1412.1
18200,1420.85
18201,1416.22
18202,1413.85
18203,1419.15
18204,1421.22
18205,1421.18
18206,1424.43
18207,1421.55
18208,1430.57
18209,1419.0
18210,1428.24
18211,1424.47
18212,1421.7
18213,1420.89
18214,1421.76
18215,1428.42
18216,1422.41
18217,1430.72
18218,1430.95
18219,1429.88
18220,1432.5
18221,1426.52
18222,1426.05
18223,1430.73
18224,1427.66
18225,1431.32
18226,1394.55
18227,1402.94
18228,1393.65
18229,1403.89
18230,1402.97
18231,1395.4
18232,1400.42
18233,1402.67
18234,1399.4
18235,1391.16
18236,1395.12
18237,1400.67
18238,1407.15
18239,1400.2
18240,1392.74
18241,1403.28
18242,1395.63
18243,1400.43
18244,1402.02
18245,1401.89
18246,1397.19
18247,1396.95
18248,1400.84
18249,1399.11
18250,1401.39
18251,1397.96
18252,1393.48
18253,1395.81
18254,1396.49
18255,1397.01
18256,1396.23
18257,1397.03
18258,1406.16
18259,1398.67
18260,1398.09
18261,1396.82
18262,1402.89
18263,1403.54
18264,1396.09
18265,1397.58
18266,1402.55
18267,1402.82
18268,1394.86
18269,1401.08
18270,1395.36
18271,1397.52
18272,1404.73
18273,1392.44
18274,1396.81
18275,1391.38
18276,1398.27
18277,1398.37
18278,1400.21
18279,1399.51
18280,1403.95
18281,1400.04
18282,1398.22
18283,1402.0
18284,1408.35
18285,1408.81
18286,1400.28
18287,1393.41
18288,1401.01
18289,1403.93
18290,1398.09
18291,1401.15
18292,1401.71
18293,1399.15
18294,1396.75
18295,1404.4
18296,1409.67
18297,1400.69
18298,1401.65
18299,1405.37
18300,1395.81
18301,1401.33
18302,1399.25
18303,1412.64
18304,1399.43
18305,1403.35
18306,1398.67
18307,1404.25
18308,1405.97
18309,1399.4
18310,1400.34
18311,1404.39
18312,1404.79
18313,1404.56
18314,1404.5
18315,1403.46
18316,1399.36
18317,1403.68
18318,1408.8
18319,1415.2
18320,1407.07
18321,1407.53
18322,1414.76
18323,1408.32
18324,1397.45
18325,1400.81
18326,1405.43
18327,1406.13
18328,1404.3
18329,1406.61
18330,1405.73
18331,1415.06
18332,1406.53
18333,1409.45
18334,1406.44
18335,1411.78
18336,1401.74
18337,1405.98
18338,1407.6
18339,1407.1
18340,1413.08
18341,1403.74
18342,1408.12
18343,1409.57
18344,1406.44
18345,1417.51
18346,1410.16
18347,1411.62
18348,1411.66
18349,1411.91
18350,1411.49
18351,1410.46
18352,1411.92
18353,1410.35
18354,1414.24
18355,1415.28
18356,1415.12
18357,1408.18
18358,1408.64
18359,1416.61
18360,1421.16
18361,1420.16
18362,1416.45
18363,1413.53
18364,1422.74
18365,1416.95
18366,1417.43
18367,1422.81
18368,1421.25
18369,1413.4
18370,1419.19
18371,1419.16
18372,1419.91
18373,1421.9
18374,1425.79
18375,1420.57
18376,1426.44
18377,1422.35
18378,1429.5
18379,1434.02
18380,1411.03
18381,1405.48
18382,1409.55
18383,1409.82
18384,1406.69
18385,1411.41
18386,1408.83
18387,1411.72
18388,1406.03
18389,1414.98
18390,1411.35
18391,1406.29
18392,1409.2
18393,1407.79
18394,1410.76
18395,1409.89
18396,1417.97
18397,1407.15
18398,1411.79
18399,1404.18
18400,1410.08
18401,1412.68
18402,1401.96
18403,1418.55
18404,1415.18
18405,1411.07
18406,1409.74
18407,1408.2
18408,1416.34
18409,1411.04
18410,1411.22
18411,1415.85
18412,1412.48
18413,1407.43
18414,1411.63
18415,1409.01
18416,1411.27
18417,1416.45
18418,1415.49
18419,1412.1
18420,1411.17
18421,1410.54
18422,1411.55
18423,1407.6
